file	obj	time	gap
results/trees/1/random_tree_500_8.txt.out	241	0.90896	0.0
results/trees/1/random_tree_500_9.txt.out	241	0.727434	0.0
results/trees/1/random_tree_50_0.txt.out	17	0.052037	0.0
results/trees/1/random_tree_50_1.txt.out	24	0.029733	0.0
results/trees/1/random_tree_50_2.txt.out	17	0.031044	0.0
results/trees/1/random_tree_50_3.txt.out	25	0.029747	0.0
results/trees/1/random_tree_50_4.txt.out	19	0.017015	0.0
results/trees/1/random_tree_50_5.txt.out	27	0.037522	0.0
results/trees/1/random_tree_50_6.txt.out	26	0.033934	0.0
results/trees/1/random_tree_50_7.txt.out	28	0.058721	0.0
results/trees/1/random_tree_50_8.txt.out	28	0.050487	0.0
results/trees/1/random_tree_50_9.txt.out	27	0.030004	0.0
results/trees/1/random_tree_80_0.txt.out	41	0.093804	0.0
results/trees/1/random_tree_80_1.txt.out	40	0.059838	0.0
results/trees/1/random_tree_80_2.txt.out	34	0.054497	0.0
results/trees/1/random_tree_80_3.txt.out	38	0.063919	0.0
results/trees/1/random_tree_80_4.txt.out	38	0.080669	0.0
results/trees/1/random_tree_80_5.txt.out	38	0.058505	0.0
results/trees/1/random_tree_80_6.txt.out	38	0.036832	0.0
results/trees/1/random_tree_80_7.txt.out	34	0.063387	0.0
results/trees/1/random_tree_80_8.txt.out	34	0.065352	0.0
results/trees/1/random_tree_80_9.txt.out	38	0.055588	0.0
