file	obj	time	gap	objs	times	gaps	iters
../output/wireless-2-1200/sdrdp_wireless_100_0.05_0.txt.out	140	0.013771	0.0	[141.0]	[0.011931]	[1.654846]	[16]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_1.txt.out	135	0.013217	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_2.txt.out	133	0.014432	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_3.txt.out	126	0.013618	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_4.txt.out	134	0.012361	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_5.txt.out	125	0.017238	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_6.txt.out	127	0.012314	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_7.txt.out	134	0.012547	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_8.txt.out	125	0.015311	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.05_9.txt.out	120	0.014567	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_0.txt.out	18	0.546065	0.0	[27.0, 22.0, 21.0, 20.0, 19.0, 18.0]	[0.020392, 0.057907, 0.216671, 0.255605, 0.495023, 0.545771]	[47.582305, 28.422986, 18.405568, 13.621032, 8.07459, 0.0]	[295, 629, 1567, 2786, 10181, 11637]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_1.txt.out	26	1.85068	0.0	[39.0, 33.0, 31.0, 29.0, 28.0, 27.0, 26.0]	[0.022868, 0.072906, 0.321948, 0.416929, 1.728386, 1.749039, 1.850105]	[43.406593, 27.994228, 19.629239, 14.086428, 9.487394, 5.948123, 0.0]	[353, 775, 3705, 5328, 15006, 15452, 16982]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_2.txt.out	23	0.488354	0.0	[30.0, 25.0, 23.0]	[0.05992, 0.350048, 0.488083]	[29.620618, 10.283755, 0.0]	[585, 2300, 5534]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_3.txt.out	14	0.428009	0.0	[24.0, 16.0, 15.0, 14.0]	[0.020343, 0.051081, 0.221668, 0.427749]	[57.638889, 26.092896, 13.702709, 0.0]	[215, 450, 1303, 8050]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_4.txt.out	15	0.164788	0.0	[30.0, 18.0]	[0.019432, 0.036589]	[59.596491, 27.777778]	[274, 387]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_5.txt.out	18	3.00676	0.0	[30.0, 23.0, 22.0, 21.0, 20.0, 18.0]	[0.025239, 0.090682, 0.38017, 0.572539, 2.93617, 3.002277]	[55.2, 33.264602, 26.089669, 22.424179, 15.4641, 5.970344]	[355, 844, 2333, 5637, 26946, 28230]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_6.txt.out	17	0.581873	0.0	[26.0, 21.0, 18.0, 17.0]	[0.020478, 0.221778, 0.425081, 0.426418]	[54.166667, 27.896973, 14.126592, 9.075215]	[280, 1846, 3560, 3598]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_7.txt.out	17	2.8977	0.0	[30.0, 25.0, 21.0, 20.0, 19.0, 18.0, 17.0]	[0.027443, 0.067347, 0.19208, 0.304566, 0.419171, 1.594636, 2.897125]	[57.285714, 41.463829, 25.204679, 21.054607, 16.799087, 10.780826, 0.0]	[432, 712, 1713, 2091, 4713, 12792, 31005]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_8.txt.out	17	0.288398	0.0	[19.0, 17.0]	[0.045202, 0.216058]	[29.605263, 9.602076]	[366, 1212]
../output/wireless-2-1200/sdrdp_wireless_100_0.15_9.txt.out	17	0.346277	0.0	[33.0, 23.0, 19.0, 18.0, 17.0]	[0.020488, 0.035338, 0.134605, 0.249036, 0.345959]	[61.075036, 39.130435, 15.057817, 6.819608, 0.0]	[280, 401, 1320, 3102, 5814]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_0.txt.out	50	0.026054	0.0	[50.0]	[0.025663]	[2.416667]	[70]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_1.txt.out	54	0.035411	0.0	[56.0, 55.0]	[0.02424, 0.033797]	[6.696429, 2.073501]	[78, 186]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_2.txt.out	54	0.02476	0.0	[55.0]	[0.023243]	[2.727273]	[26]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_3.txt.out	49	0.03848	0.0	[50.0, 49.0]	[0.029646, 0.033364]	[5.223881, 2.540391]	[134, 182]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_4.txt.out	57	0.031087	0.0	[57.0]	[0.027721]	[3.31384]	[71]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_5.txt.out	42	0.031008	0.0	[42.0]	[0.02124]	[7.692308]	[116]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_6.txt.out	56	0.114539	0.0	[60.0, 58.0, 57.0]	[0.022456, 0.030296, 0.04189]	[15.028935, 7.307061, 4.775422]	[184, 259, 318]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_7.txt.out	47	0.027079	0.0	[48.0, 47.0]	[0.02252, 0.025835]	[6.805556, 2.836879]	[64, 95]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_8.txt.out	51	0.0239	0.0	[52.0]	[0.022064]	[2.724359]	[41]
../output/wireless-2-1200/sdrdp_wireless_100_0.1_9.txt.out	53	0.05923	0.0	[56.0, 54.0]	[0.027616, 0.032708]	[12.797619, 7.407407]	[127, 174]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_0.txt.out	8	2.64406	0.0	[15.0, 14.0, 11.0, 8.0]	[0.026844, 0.158862, 0.266039, 2.643459]	[60.0, 53.448276, 40.57971, 0.0]	[353, 964, 3494, 36678]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_1.txt.out	8	0.755114	0.0	[16.0, 12.0]	[0.024837, 0.187762]	[58.333333, 35.416667]	[246, 963]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_2.txt.out	7	8.96571	0.0	[12.0, 10.0, 9.0, 8.0, 7.0]	[0.027853, 0.302021, 1.236904, 2.489208, 5.796505]	[70.833333, 52.328746, 45.858287, 35.876323, 21.519122]	[293, 1313, 9270, 25801, 101525]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_3.txt.out	5	0.20237	0.0	[14.0, 10.0, 6.0, 5.0]	[0.030315, 0.074164, 0.152608, 0.20206]	[64.285714, 50.0, 16.666667, 0.0]	[363, 634, 850, 2970]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_4.txt.out	6	1.82212	0.0	[17.0, 10.0, 8.0, 7.0, 6.0]	[0.027403, 0.048525, 0.410975, 1.438749, 1.821511]	[79.052288, 56.010144, 37.378328, 21.172638, 0.0]	[293, 365, 2673, 9225, 15205]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_5.txt.out	9	13.9269	0.0	[23.0, 15.0, 14.0, 12.0, 11.0, 10.0, 9.0]	[0.027717, 0.086966, 0.178133, 0.29863, 1.047181, 1.451626, 13.925548]	[69.565217, 53.333333, 48.214286, 39.583333, 34.090909, 20.0, 0.0]	[330, 687, 1118, 4022, 17305, 20740, 243101]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_6.txt.out	5	3.10405	0.0	[18.0, 11.0, 10.0, 8.0, 7.0, 6.0, 5.0]	[0.026262, 0.054344, 0.205099, 0.293528, 0.373393, 2.293526, 2.901413]	[83.333333, 72.727273, 64.915531, 56.101762, 49.812681, 35.779269, 20.0]	[365, 457, 1097, 3415, 4844, 30826, 45223]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_7.txt.out	6	1.41648	0.0	[18.0, 14.0, 10.0, 9.0, 6.0]	[0.024886, 0.050961, 0.075695, 0.205648, 1.415913]	[77.777778, 69.047619, 54.125, 44.097222, 0.0]	[362, 522, 738, 1100, 16536]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_8.txt.out	8	14.0617	0.0	[15.0, 12.0, 9.0, 8.0]	[0.027546, 0.265402, 0.620197, 14.060267]	[68.253968, 49.521721, 32.695628, 0.0]	[285, 2036, 4270, 281147]
../output/wireless-2-1200/sdrdp_wireless_100_0.2_9.txt.out	8	1.57585	0.0	[16.0, 14.0, 9.0, 8.0]	[0.026646, 0.135255, 0.294481, 1.575219]	[63.020833, 52.678571, 26.388889, 0.0]	[334, 816, 2260, 22679]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_0.txt.out	172	0.040489	0.0	[173.0]	[0.036183]	[0.867052]	[23]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_1.txt.out	175	0.035128	0.0	[175.0]	[0.034393]	[0.571429]	[11]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_2.txt.out	216	0.035633	0.0	[216.0]	[0.034589]	[0.540123]	[29]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_3.txt.out	177	0.041003	0.0	[178.0]	[0.03812]	[1.123596]	[34]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_4.txt.out	189	0.035459	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_5.txt.out	189	0.033843	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_6.txt.out	173	0.038821	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_7.txt.out	188	0.037059	0.0	[188.0]	[0.036097]	[0.70922]	[25]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_8.txt.out	181	0.037653	0.0	[]	[]	[]	[]
../output/wireless-2-1200/sdrdp_wireless_200_0.05_9.txt.out	168	0.040444	0.0	[168.0]	[0.03983]	[0.595238]	[21]
../output/wireless-2-1200/sdrdp_wireless_200_0.15_0.txt.out	15	1089.58	0.0	[30.0, 29.0, 27.0, 22.0, 21.0, 20.0, 19.0, 18.0, 17.0, 16.0, 15.0]	[0.080839, 0.48008, 0.599853, 3.94848, 15.936463, 16.906583, 26.391065, 34.603961, 61.129305, 269.058998, 407.250636]	[69.221396, 60.574044, 57.653603, 46.48036, 42.251878, 39.339997, 35.673683, 31.913299, 27.344886, 18.75, 11.756051]	[850, 2334, 2334, 16859, 147647, 163030, 242737, 359161, 716846, 3260623, 4954900]
../output/wireless-2-1200/sdrdp_wireless_200_0.15_1.txt.out	11	187.295	0.0	[31.0, 21.0, 20.0, 17.0, 14.0, 13.0, 11.0]	[0.059323, 0.395845, 0.839994, 1.398862, 7.85817, 28.96905, 29.185843]	[76.632573, 61.307919, 59.014293, 50.826173, 36.835289, 29.844405, 17.085114]	[653, 1973, 2434, 8969, 52229, 283003, 285765]
../output/wireless-2-1200/sdrdp_wireless_200_0.15_2.txt.out	8	20.0188	0.0	[17.0, 14.0, 13.0, 10.0, 9.0, 8.0]	[0.060904, 0.414459, 0.883415, 8.016592, 8.130473, 20.016534]	[70.588235, 59.676923, 55.66584, 30.803036, 23.063717, 0.0]	[520, 1374, 6034, 97848, 99263, 318319]
../output/wireless-2-1200/sdrdp_wireless_200_0.15_3.txt.out	12	1200.24	12.193800000000001	[31.0, 23.0, 21.0, 15.0, 14.0, 13.0, 12.0]	[0.09234, 0.349798, 0.959699, 1.667974, 79.840148, 218.625898, 836.642956]	[74.205675, 62.818853, 59.275708, 42.043959, 30.344693, 22.961442, 13.832902]	[1118, 1976, 2035, 10316, 972833, 2903373, 10637550]
../output/wireless-2-1200/sdrdp_wireless_200_0.15_4.txt.out	11	1200.14	19.5423	[29.0, 25.0, 20.0, 18.0, 16.0, 15.0, 14.0, 13.0, 12.0, 11.0]	[0.067257, 0.458483, 0.895124, 4.313804, 9.204169, 27.489083, 30.423945, 30.554871, 40.664421, 818.532671]	[79.097724, 71.136588, 62.675518, 57.666724, 51.598033, 47.557428, 43.662944, 39.329158, 33.664095, 20.595332]	[666, 2263, 3109, 20530, 69335, 286265, 328993, 330125, 473842, 10095546]
../output/wireless-2-1200/sdrdp_wireless_200_0.15_5.txt.out	10	155.108	0.0	[29.0, 18.0, 16.0, 15.0, 13.0, 12.0, 11.0, 10.0]	[0.058073, 0.494511, 3.543313, 16.591021, 23.744669, 65.736172, 80.076424, 155.106142]	[75.402299, 55.129735, 45.923833, 39.996326, 30.590364, 23.590051, 15.435372, 0.0]	[556, 1831, 15774, 207577, 280996, 869174, 1054072, 1722476]
