file	obj	time	gap	objs	times	gaps	iters
../output/wireless-3-1200/sdrdp_wireless_100_0.2_1.txt.out	8	0.288946	0.0	[14.0, 9.0, 8.0]	[0.030154, 0.07808, 0.28866]	[52.380952, 19.444444, 0.0]	[324, 567, 3994]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_2.txt.out	7	3.49815	0.0	[14.0, 9.0, 8.0, 7.0]	[0.034328, 0.149094, 0.344413, 0.392914]	[75.0, 50.315768, 40.462349, 31.572178]	[340, 783, 1302, 2378]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_3.txt.out	5	0.383078	0.0	[14.0, 9.0, 8.0, 7.0, 6.0, 5.0]	[0.028925, 0.071676, 0.1674, 0.192989, 0.309217, 0.382823]	[64.285714, 44.444444, 37.5, 28.571429, 16.666667, 0.0]	[259, 484, 653, 1373, 3653, 6011]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_4.txt.out	6	2.6259	0.0	[13.0, 11.0, 10.0, 8.0, 7.0, 6.0]	[0.025482, 0.045433, 0.192212, 0.205903, 0.331613, 2.625623]	[75.0, 67.532468, 55.018433, 38.692314, 29.572471, 0.0]	[309, 395, 1093, 1361, 3137, 44495]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_5.txt.out	9	2.10534	0.0	[16.0, 14.0, 12.0, 11.0, 10.0, 9.0]	[0.024467, 0.1171, 0.177248, 0.226826, 0.359829, 2.105045]	[56.25, 50.0, 41.666667, 36.363636, 30.0, 0.0]	[255, 494, 2007, 3126, 6742, 22776]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_6.txt.out	5	0.932003	0.0	[13.0, 8.0, 6.0, 5.0]	[0.026427, 0.072394, 0.375608, 0.487262]	[76.923077, 62.5, 40.424114, 26.825511]	[281, 411, 3070, 5442]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_7.txt.out	6	0.250787	0.0	[13.0, 9.0, 8.0]	[0.027903, 0.080403, 0.137847]	[69.230769, 44.444444, 35.690719]	[281, 672, 1310]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_8.txt.out	8	5.48401	0.0	[19.0, 14.0, 12.0, 11.0, 10.0, 9.0, 8.0]	[0.027027, 0.05275, 0.110795, 0.341363, 0.348298, 0.466397, 5.483693]	[75.614035, 65.988877, 53.318745, 44.746043, 39.220648, 31.657626, 0.0]	[274, 352, 717, 3076, 3196, 5984, 102997]
../output/wireless-3-1200/sdrdp_wireless_100_0.2_9.txt.out	8	0.155061	0.0	[11.0, 8.0]	[0.026593, 0.13091]	[46.212121, 15.625]	[277, 585]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_0.txt.out	172	0.035901	0.0	[172.0]	[0.034916]	[0.581395]	[29]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_1.txt.out	175	0.045023	0.0	[175.0]	[0.043001]	[0.571429]	[16]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_2.txt.out	216	0.042988	0.0	[216.0]	[0.039405]	[0.925926]	[40]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_3.txt.out	177	0.046782	0.0	[178.0, 177.0]	[0.043454, 0.046254]	[1.123596, 0.564972]	[44, 44]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_4.txt.out	189	0.042088	0.0	[191.0]	[0.039914]	[1.308901]	[36]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_5.txt.out	189	0.035512	0.0	[189.0]	[0.035126]	[0.661376]	[19]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_6.txt.out	173	0.034655	0.0	[174.0]	[0.033639]	[0.862069]	[21]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_7.txt.out	188	0.042905	0.0	[189.0, 188.0]	[0.038801, 0.041028]	[1.455026, 0.531915]	[21, 52]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_8.txt.out	181	0.041203	0.0	[181.0]	[0.039382]	[1.104972]	[26]
../output/wireless-3-1200/sdrdp_wireless_200_0.05_9.txt.out	168	0.047831	0.0	[168.0]	[0.04682]	[0.595238]	[30]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_0.txt.out	15	160.011	0.0	[32.0, 23.0, 20.0, 17.0, 16.0, 15.0]	[0.066913, 0.571682, 0.608882, 0.846183, 16.962195, 57.948856]	[71.281954, 49.963024, 42.457477, 32.301373, 21.919343, 13.310191]	[677, 2023, 2023, 2078, 191058, 710558]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_1.txt.out	11	65.8706	0.0	[28.0, 22.0, 18.0, 17.0, 16.0, 14.0, 13.0, 12.0, 11.0]	[0.060015, 0.251988, 0.550976, 0.984645, 4.553436, 9.393537, 12.085044, 14.109891, 35.542389]	[74.12892, 64.457438, 54.528727, 51.138341, 46.344871, 36.805351, 30.769231, 24.489046, 14.856059]	[599, 1268, 2164, 2930, 31495, 73450, 103775, 128127, 331121]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_2.txt.out	8	7.533	0.0	[22.0, 18.0, 13.0, 10.0, 9.0, 8.0]	[0.073362, 0.310826, 0.346501, 0.976079, 6.334514, 7.532414]	[79.545455, 68.91268, 56.492972, 37.208593, 20.482521, 0.0]	[676, 2047, 2170, 3944, 56395, 70652]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_3.txt.out	12	164.667	0.0	[22.0, 18.0, 17.0, 16.0, 15.0, 13.0, 12.0]	[0.064781, 0.593553, 1.036204, 4.526503, 12.195285, 12.353368, 129.852629]	[65.23845, 50.094493, 46.664051, 42.639857, 36.153373, 26.317635, 13.282739]	[669, 2038, 2383, 27718, 103493, 105696, 1247400]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_4.txt.out	11	1200.2	14.852199999999998	[24.0, 23.0, 19.0, 15.0, 13.0, 12.0, 11.0]	[0.06108, 0.475987, 1.019509, 1.816915, 2.38084, 23.751147, 45.451862]	[75.139365, 68.198239, 60.74365, 50.189987, 42.514047, 32.326478, 25.161228]	[587, 1894, 2758, 12353, 16345, 214070, 383223]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_5.txt.out	10	83.2926	0.0	[22.0, 18.0, 15.0, 13.0, 12.0, 11.0, 10.0]	[0.054576, 0.634804, 1.169386, 1.200604, 9.173696, 66.243086, 83.291187]	[67.575758, 54.935663, 45.296546, 36.88063, 26.206482, 14.554213, 0.0]	[494, 1682, 7749, 8349, 75021, 861017, 1096907]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_6.txt.out	10	974.041	0.0	[28.0, 16.0, 13.0, 12.0, 11.0, 10.0]	[0.064953, 0.137574, 0.506247, 1.242387, 32.010852, 38.024438]	[80.906611, 65.017273, 50.374599, 45.483045, 31.919265, 24.52721]	[682, 781, 1951, 10038, 440090, 516678]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_7.txt.out	10	5.59239	0.0	[29.0, 19.0, 14.0, 11.0, 10.0]	[0.065936, 0.242436, 0.39088, 0.661001, 4.794375]	[76.293103, 60.047728, 43.624161, 26.615899, 12.831469]	[600, 1337, 2008, 2822, 35268]
