file	obj	time	gap	status
../output/wireless-2-1200/sdrdp_wireless_100_0.05_0.txt.out	140	0.013771	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_1.txt.out	135	0.013217	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_2.txt.out	133	0.014432	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_3.txt.out	126	0.013618	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_4.txt.out	134	0.012361	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_5.txt.out	125	0.017238	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_6.txt.out	127	0.012314	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_7.txt.out	134	0.012547	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_8.txt.out	125	0.015311	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.05_9.txt.out	120	0.014567	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_0.txt.out	18	0.546065	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_1.txt.out	26	1.85068	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_2.txt.out	23	0.488354	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_3.txt.out	14	0.428009	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_4.txt.out	15	0.164788	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_5.txt.out	18	3.00676	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_6.txt.out	17	0.581873	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_7.txt.out	17	2.8977	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_8.txt.out	17	0.288398	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.15_9.txt.out	17	0.346277	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.1_0.txt.out	50	0.026054	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.1_1.txt.out	54	0.035411	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.1_2.txt.out	54	0.02476	0.0	feasible
../output/wireless-2-1200/sdrdp_wireless_100_0.1_3.txt.out	49	0.03848	0.0	feasible
